review_id	record_type	source_database	source_record_id	raw_trait_name	raw_gene_id	raw_gene_symbol	candidate_mappings	ambiguity_reason	recommended_action	priority	notes
MR_00000153	gene_id_mapping	RAP-DB	MAP_00000692	NA	Os01g0176150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000154	gene_id_mapping	RAP-DB	MAP_00000698	NA	Os01g0176751	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000155	gene_id_mapping	RAP-DB	MAP_00000702	NA	Os01g0177150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000156	gene_id_mapping	RAP-DB	MAP_00000705	NA	Os01g0177500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000157	gene_id_mapping	RAP-DB	MAP_00000706	NA	Os01g0177600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000158	gene_id_mapping	RAP-DB	MAP_00000723	NA	Os01g0179450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000159	gene_id_mapping	RAP-DB	MAP_00000727	NA	Os01g0179750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000160	gene_id_mapping	RAP-DB	MAP_00000731	NA	Os01g0180050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000161	gene_id_mapping	RAP-DB	MAP_00000741	NA	Os01g0181033	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000162	gene_id_mapping	RAP-DB	MAP_00000742	NA	Os01g0181166	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000163	gene_id_mapping	RAP-DB	MAP_00000744	NA	Os01g0181400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000164	gene_id_mapping	RAP-DB	MAP_00000753	NA	Os01g0182766	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000165	gene_id_mapping	RAP-DB	MAP_00000763	NA	Os01g0183666	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000166	gene_id_mapping	RAP-DB	MAP_00000765	NA	Os01g0183850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000167	gene_id_mapping	RAP-DB	MAP_00000767	NA	Os01g0183950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000168	gene_id_mapping	RAP-DB	MAP_00000769	NA	Os01g0184050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000169	gene_id_mapping	RAP-DB	MAP_00000780	NA	Os01g0185250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000170	gene_id_mapping	RAP-DB	MAP_00000782	NA	Os01g0185350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000171	gene_id_mapping	RAP-DB	MAP_00000788	NA	Os01g0186400	NA	LOC_Os01g09130;LOC_Os01g09140	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000172	gene_id_mapping	RAP-DB	MAP_00000794	NA	Os01g0187200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000173	gene_id_mapping	RAP-DB	MAP_00000795	NA	Os01g0187300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000174	gene_id_mapping	RAP-DB	MAP_00000796	NA	Os01g0187350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000175	gene_id_mapping	RAP-DB	MAP_00000804	NA	Os01g0188525	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000176	gene_id_mapping	RAP-DB	MAP_00000818	NA	Os01g0191150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000177	gene_id_mapping	RAP-DB	MAP_00000821	NA	Os01g0191400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000178	gene_id_mapping	RAP-DB	MAP_00000827	NA	Os01g0192101	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000179	gene_id_mapping	RAP-DB	MAP_00000828	NA	Os01g0192201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000180	gene_id_mapping	RAP-DB	MAP_00000830	NA	Os01g0192401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000181	gene_id_mapping	RAP-DB	MAP_00000836	NA	Os01g0193250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000182	gene_id_mapping	RAP-DB	MAP_00000840	NA	Os01g0193800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000183	gene_id_mapping	RAP-DB	MAP_00000848	NA	Os01g0195100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000184	gene_id_mapping	RAP-DB	MAP_00000871	NA	Os01g0198250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000185	gene_id_mapping	RAP-DB	MAP_00000877	NA	Os01g0199351	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000186	gene_id_mapping	RAP-DB	MAP_00000879	NA	Os01g0199550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000187	gene_id_mapping	RAP-DB	MAP_00000883	NA	Os01g0199950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000188	gene_id_mapping	RAP-DB	MAP_00000885	NA	Os01g0200150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000189	gene_id_mapping	RAP-DB	MAP_00000886	NA	Os01g0200175	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000190	gene_id_mapping	RAP-DB	MAP_00000893	NA	Os01g0200950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000191	gene_id_mapping	RAP-DB	MAP_00000897	NA	Os01g0201250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000192	gene_id_mapping	RAP-DB	MAP_00000903	NA	Os01g0201750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000193	gene_id_mapping	RAP-DB	MAP_00000905	NA	Os01g0201850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000194	gene_id_mapping	RAP-DB	MAP_00000909	NA	Os01g0202601	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000195	gene_id_mapping	RAP-DB	MAP_00000918	NA	Os01g0203900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000196	gene_id_mapping	RAP-DB	MAP_00000928	NA	Os01g0205401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000197	gene_id_mapping	RAP-DB	MAP_00000930	NA	Os01g0205550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000198	gene_id_mapping	RAP-DB	MAP_00000942	NA	Os01g0207500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000199	gene_id_mapping	RAP-DB	MAP_00000947	NA	Os01g0208200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000200	gene_id_mapping	RAP-DB	MAP_00000951	NA	Os01g0208800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000201	gene_id_mapping	RAP-DB	MAP_00000953	NA	Os01g0209150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000202	gene_id_mapping	RAP-DB	MAP_00000955	NA	Os01g0209300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000203	gene_id_mapping	RAP-DB	MAP_00000958	NA	Os01g0209566	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000204	gene_id_mapping	RAP-DB	MAP_00000959	NA	Os01g0209632	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000205	gene_id_mapping	RAP-DB	MAP_00000961	NA	Os01g0209750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000206	gene_id_mapping	RAP-DB	MAP_00000964	NA	Os01g0210100	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000207	gene_id_mapping	RAP-DB	MAP_00000969	NA	Os01g0210550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000208	gene_id_mapping	RAP-DB	MAP_00000971	NA	Os01g0210650	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000209	gene_id_mapping	RAP-DB	MAP_00000980	NA	Os01g0212000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000210	gene_id_mapping	RAP-DB	MAP_00000985	NA	Os01g0212900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000211	gene_id_mapping	RAP-DB	MAP_00000986	NA	Os01g0213100	NA	LOC_Os01g11490;LOC_Os01g11500	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000212	gene_id_mapping	RAP-DB	MAP_00000988	NA	Os01g0213350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000213	gene_id_mapping	RAP-DB	MAP_00000999	NA	Os01g0215250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000214	gene_id_mapping	RAP-DB	MAP_00001001	NA	Os01g0215600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000215	gene_id_mapping	RAP-DB	MAP_00001003	NA	Os01g0215750	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000216	gene_id_mapping	RAP-DB	MAP_00001007	NA	Os01g0216350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000217	gene_id_mapping	RAP-DB	MAP_00001010	NA	Os01g0216600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000218	gene_id_mapping	RAP-DB	MAP_00001014	NA	Os01g0217050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000219	gene_id_mapping	RAP-DB	MAP_00001017	NA	Os01g0217433	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000220	gene_id_mapping	RAP-DB	MAP_00001020	NA	Os01g0217966	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000221	gene_id_mapping	RAP-DB	MAP_00001040	NA	Os01g0220801	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000222	gene_id_mapping	RAP-DB	MAP_00001042	NA	Os01g0221000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000223	gene_id_mapping	RAP-DB	MAP_00001049	NA	Os01g0221800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000224	gene_id_mapping	RAP-DB	MAP_00001051	NA	Os01g0222001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000225	gene_id_mapping	RAP-DB	MAP_00001057	NA	Os01g0222900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000226	gene_id_mapping	RAP-DB	MAP_00001062	NA	Os01g0223402	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000227	gene_id_mapping	RAP-DB	MAP_00001070	NA	Os01g0224166	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000228	gene_id_mapping	RAP-DB	MAP_00001075	NA	Os01g0224601	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000229	gene_id_mapping	RAP-DB	MAP_00001083	NA	Os01g0225550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000230	gene_id_mapping	RAP-DB	MAP_00001085	NA	Os01g0225700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000231	gene_id_mapping	RAP-DB	MAP_00001086	NA	Os01g0225950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000232	gene_id_mapping	RAP-DB	MAP_00001088	NA	Os01g0226250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000233	gene_id_mapping	RAP-DB	MAP_00001093	NA	Os01g0226633	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000234	gene_id_mapping	RAP-DB	MAP_00001094	NA	Os01g0226666	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000235	gene_id_mapping	RAP-DB	MAP_00001099	NA	Os01g0227250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000236	gene_id_mapping	RAP-DB	MAP_00001103	NA	Os01g0227600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000237	gene_id_mapping	RAP-DB	MAP_00001113	NA	Os01g0228901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000238	gene_id_mapping	RAP-DB	MAP_00001117	NA	Os01g0229250	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000239	gene_id_mapping	RAP-DB	MAP_00001130	NA	Os01g0231201	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000240	gene_id_mapping	RAP-DB	MAP_00001137	NA	Os01g0231950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000241	gene_id_mapping	RAP-DB	MAP_00001143	NA	Os01g0232450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000242	gene_id_mapping	RAP-DB	MAP_00001145	NA	Os01g0232550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000243	gene_id_mapping	RAP-DB	MAP_00001152	NA	Os01g0233600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000244	gene_id_mapping	RAP-DB	MAP_00001154	NA	Os01g0233850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000245	gene_id_mapping	RAP-DB	MAP_00001160	NA	Os01g0234433	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000246	gene_id_mapping	RAP-DB	MAP_00001162	NA	Os01g0234566	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000247	gene_id_mapping	RAP-DB	MAP_00001171	NA	Os01g0235325	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000248	gene_id_mapping	RAP-DB	MAP_00001172	NA	Os01g0235350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000249	gene_id_mapping	RAP-DB	MAP_00001178	NA	Os01g0235850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000250	gene_id_mapping	RAP-DB	MAP_00001182	NA	Os01g0236350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000251	gene_id_mapping	RAP-DB	MAP_00001186	NA	Os01g0236900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000252	gene_id_mapping	RAP-DB	MAP_00001189	NA	Os01g0237200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000253	gene_id_mapping	RAP-DB	MAP_00001192	NA	Os01g0237400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000254	gene_id_mapping	RAP-DB	MAP_00001196	NA	Os01g0238287	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000255	gene_id_mapping	RAP-DB	MAP_00001197	NA	Os01g0238375	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000256	gene_id_mapping	RAP-DB	MAP_00001203	NA	Os01g0238850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000257	gene_id_mapping	RAP-DB	MAP_00001206	NA	Os01g0239050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000258	gene_id_mapping	RAP-DB	MAP_00001216	NA	Os01g0240725	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000259	gene_id_mapping	RAP-DB	MAP_00001224	NA	Os01g0242333	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000260	gene_id_mapping	RAP-DB	MAP_00001226	NA	Os01g0242450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000261	gene_id_mapping	RAP-DB	MAP_00001229	NA	Os01g0242701	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000262	gene_id_mapping	RAP-DB	MAP_00001230	NA	Os01g0242800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000263	gene_id_mapping	RAP-DB	MAP_00001235	NA	Os01g0243300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000264	gene_id_mapping	RAP-DB	MAP_00001237	NA	Os01g0243450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000265	gene_id_mapping	RAP-DB	MAP_00001238	NA	Os01g0243501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000266	gene_id_mapping	RAP-DB	MAP_00001241	NA	Os01g0243800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000267	gene_id_mapping	RAP-DB	MAP_00001242	NA	Os01g0243901	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000268	gene_id_mapping	RAP-DB	MAP_00001244	NA	Os01g0244150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000269	gene_id_mapping	RAP-DB	MAP_00001248	NA	Os01g0244933	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000270	gene_id_mapping	RAP-DB	MAP_00001254	NA	Os01g0245565	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000271	gene_id_mapping	RAP-DB	MAP_00001256	NA	Os01g0245700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000272	gene_id_mapping	RAP-DB	MAP_00001268	NA	Os01g0247550	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000273	gene_id_mapping	RAP-DB	MAP_00001273	NA	Os01g0248150	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000274	gene_id_mapping	RAP-DB	MAP_00001275	NA	Os01g0248350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000275	gene_id_mapping	RAP-DB	MAP_00001277	NA	Os01g0248450	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000276	gene_id_mapping	RAP-DB	MAP_00001282	NA	Os01g0248850	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000277	gene_id_mapping	RAP-DB	MAP_00001284	NA	Os01g0249000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000278	gene_id_mapping	RAP-DB	MAP_00001285	NA	Os01g0249050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000279	gene_id_mapping	RAP-DB	MAP_00001289	NA	Os01g0249500	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000280	gene_id_mapping	RAP-DB	MAP_00001291	NA	Os01g0249800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000281	gene_id_mapping	RAP-DB	MAP_00001299	NA	Os01g0251300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000282	gene_id_mapping	RAP-DB	MAP_00001304	NA	Os01g0252400	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000283	gene_id_mapping	RAP-DB	MAP_00001308	NA	Os01g0253050	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000284	gene_id_mapping	RAP-DB	MAP_00001315	NA	Os01g0253700	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000285	gene_id_mapping	RAP-DB	MAP_00001322	NA	Os01g0254350	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000286	gene_id_mapping	RAP-DB	MAP_00001324	NA	Os01g0254800	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000287	gene_id_mapping	RAP-DB	MAP_00001325	NA	Os01g0254825	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000288	gene_id_mapping	RAP-DB	MAP_00001328	NA	Os01g0254950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000289	gene_id_mapping	RAP-DB	MAP_00001331	NA	Os01g0255200	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000290	gene_id_mapping	RAP-DB	MAP_00001332	NA	Os01g0255700	NA	LOC_Os01g15210;LOC_Os01g15220	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000291	gene_id_mapping	RAP-DB	MAP_00001333	NA	Os01g0256000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000292	gene_id_mapping	RAP-DB	MAP_00001344	NA	Os01g0257900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000293	gene_id_mapping	RAP-DB	MAP_00001348	NA	Os01g0258501	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000294	gene_id_mapping	RAP-DB	MAP_00001352	NA	Os01g0259300	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000295	gene_id_mapping	RAP-DB	MAP_00001356	NA	Os01g0259933	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000296	gene_id_mapping	RAP-DB	MAP_00001357	NA	Os01g0259966	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000297	gene_id_mapping	RAP-DB	MAP_00001360	NA	Os01g0260301	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000298	gene_id_mapping	RAP-DB	MAP_00001361	NA	Os01g0260500	NA	LOC_Os01g15560;LOC_Os01g15570;LOC_Os01g15580	ambiguous multi-target mapping	manual_review_before_evaluation_use	P1	ambiguous or unmapped gene ID mapping
MR_00000299	gene_id_mapping	RAP-DB	MAP_00001365	NA	Os01g0260950	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000300	gene_id_mapping	RAP-DB	MAP_00001366	NA	Os01g0261000	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000301	gene_id_mapping	RAP-DB	MAP_00001370	NA	Os01g0261600	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000302	gene_id_mapping	RAP-DB	MAP_00001373	NA	Os01g0262401	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000303	gene_id_mapping	RAP-DB	MAP_00001383	NA	Os01g0263900	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000304	gene_id_mapping	RAP-DB	MAP_00001385	NA	Os01g0264001	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
MR_00000305	gene_id_mapping	RAP-DB	MAP_00001387	NA	Os01g0264125	NA	NA	manual review required before use	manual_review_before_evaluation_use	P2	ambiguous or unmapped gene ID mapping
