evidence_id	trait_id_or_name	gene_id	gene_symbol	evidence_source	source_database	source_record_id	evidence_type	support_level	species	chrom	start	end	reference_build	coordinate_mapping_status	allowed_usage	evidence_split_candidate	notes
KGE_00000114	unspecified_trait	Os01g0175700	BOR2, OsBOR2, OsBOR3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0175700	known_trait_gene	high_confidence	Oryza sativa	1	3894296	3898729	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000115	TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000397 - grain size;TO:0000396 - grain yield;TO:0000276 - drought tolerance;TO:0000259 - heat tolerance;TO:0000653 - seed development trait;TO:0000303 - cold tolerance;TO:0000382 - 1000-seed weight;TO:0000734 - grain length	Os01g0176900	BES1-1, OsBZR5, BZR5, qRBG1, qRBG1/OsBZR5, OsBES1-1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0176900	known_trait_gene	high_confidence	Oryza sativa	1	3962442	3963990	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000116	TO:0000299 - leaf lamina color;TO:0000207 - plant height;TO:0000499 - flower anatomy and morphology trait;TO:0002675 - gibberellic acid content;TO:0000161 - radiation response trait;TO:0000576 - stem length;TO:0000401 - plant growth hormone sensitivity;TO:0000492 - leaf shape;TO:0006001 - salt tolerance;TO:0000166 - gibberellic acid sensitivity;TO:0002677 - brassinosteroid sensitivity;TO:0000303 - cold tolerance;TO:0000040 - panicle length	Os01g0177400	D18, d18, d18-h  (d18-I, d18h), dwf15, d25, d18-k, d18-AD, d18-dy, OsGA3ox2, ga3ox2, OsGA3OX2, GA3OX2, GA3ox-2, OsGA3ox-2, GA3ox1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0177400	known_trait_gene	high_confidence	Oryza sativa	1	4003659	4004887	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000117	TO:0000207 - plant height;TO:0000074 - blast disease	Os01g0177900	PDR6, OsPDR6, OsABCG31, OsABCG31_1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0177900	known_trait_gene	high_confidence	Oryza sativa	1	4033949	4043431	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000118	TO:0000371 - yield trait;TO:0000346 - tiller number;TO:0001013 - lateral root number;TO:0000207 - plant height;TO:0002672 - auxin content;TO:0000011 - nitrogen sensitivity;TO:0000058 - herbicide sensitivity;TO:0001012 - lateral root length;TO:0000233 - root volume;TO:0000396 - grain yield;TO:0002674 - tryptophan content	Os01g0178000	DNR1, OsDNR1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0178000	known_trait_gene	high_confidence	Oryza sativa	1	4051885	4057571	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000119	TO:0000354 - aluminum sensitivity	Os01g0178300	CDT3, OsCDT3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0178300	known_trait_gene	high_confidence	Oryza sativa	1	4066347	4067319	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000120	TO:0000163 - auxin sensitivity	Os01g0178500	IAA1, OsIAA1, OsIAA4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0178500	known_trait_gene	high_confidence	Oryza sativa	1	4073916	4076438	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000121	unspecified_trait	Os01g0178600	OsCDR1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0178600	known_trait_gene	high_confidence	Oryza sativa	1	4081316	4082680	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000122	unspecified_trait	Os01g0178900	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0178900	known_trait_gene	high_confidence	Oryza sativa	1	4104804	4108508	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000123	TO:0002658 - starch grain synthesis;TO:0002655 - starch grain size;TO:0002715 - chloroplast development trait;TO:0000266 - chalky endosperm;TO:0000149 - seed width;TO:0000495 - chlorophyll content	Os01g0179400	SSG4, OsSSG4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0179400	known_trait_gene	high_confidence	Oryza sativa	1	4127232	4140631	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000124	unspecified_trait	Os01g0180600	MSH7, OsMSH7	RAP-DB JSON	RAP-DB_curated_genes	Os01g0180600	known_trait_gene	high_confidence	Oryza sativa	1	4234573	4244531	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000125	TO:0000696 - starch content;TO:0000304 - seed thickness;TO:0000391 - seed size	Os01g0180900	PEG1, OsPEG1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0180900	known_trait_gene	high_confidence	Oryza sativa	1	4264247	4270356	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000126	TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance	Os01g0182200	SIP1;1, SIP1, OsSIP1, OsSIP1;1, SIP1-1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0182200	known_trait_gene	high_confidence	Oryza sativa	1	4313699	4315812	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000127	TO:0000278 - root to shoot ratio;TO:0000227 - root length;TO:0000095 - osmotic response sensitivity;TO:0006002 - proline content;TO:0000075 - light sensitivity;TO:0000276 - drought tolerance;TO:0000432 - temperature response trait;TO:0002616 - flowering time;TO:0000137 - days to heading;TO:0001018 - transpiration rate;TO:0000328 - sucrose content;TO:0000523 - stomatal resistance	Os01g0182600	GI, OsGI, Gi, Os-GI	RAP-DB JSON	RAP-DB_curated_genes	Os01g0182600	known_trait_gene	high_confidence	Oryza sativa	1	4329461	4338486	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=3; external knowledge is not a training label
KGE_00000128	TO:0000615 - abscisic acid sensitivity;TO:0000188 - drought sensitivity;TO:0000276 - drought tolerance;TO:0000074 - blast disease;TO:0000112 - disease resistance;TO:0000179 - biotic stress trait;TO:0000397 - grain size;TO:0000731 - lignin content;TO:0000172 - jasmonic acid sensitivity;TO:0000361 - stem anatomy and morphology trait;TO:0000175 - bacterial blight disease resistance;TO:0000401 - plant growth hormone sensitivity	Os01g0182700	WRKY102, OsWRKY102	RAP-DB JSON	RAP-DB_curated_genes	Os01g0182700	known_trait_gene	high_confidence	Oryza sativa	1	4347188	4356468	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000129	TO:0006001 - salt tolerance	Os01g0183400	NFYC13, OsNF-YC13, NF-YC13	RAP-DB JSON	RAP-DB_curated_genes	Os01g0183400	known_trait_gene	high_confidence	Oryza sativa	1	4415416	4416182	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000130	TO:0002661 - seed maturation;TO:0000430 - germination rate;TO:0006001 - salt tolerance;TO:0000250 - vigor related trait;TO:0000175 - bacterial blight disease resistance;TO:0000259 - heat tolerance;TO:0000435 - seed longevity	Os01g0184100	HSP18.0-CII, OsHsp18.0, Oshsp18.0-CII, OsHSP18.0-CII, OsHSP18.0, OsHSP18.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0184100	known_trait_gene	high_confidence	Oryza sativa	1	4449070	4449876	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000131	TO:0001016 - relative chlorophyll content;TO:0000316 - photosynthetic ability;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0002759 - grain number;TO:0000152 - panicle number	Os01g0185400	CBE1, OsWD40-6, OsCBE1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0185400	known_trait_gene	high_confidence	Oryza sativa	1	4536009	4540065	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=0; external knowledge is not a training label
KGE_00000132	TO:0001016 - relative chlorophyll content;TO:0000316 - photosynthetic ability;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0002759 - grain number;TO:0000152 - panicle number	Os01g0185400	CBE1, OsCBE1, OsWD40-6	RAP-DB JSON	RAP-DB_curated_genes	Os01g0185400	known_trait_gene	high_confidence	Oryza sativa	1	4534021	4540216	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000133	TO:0001024 - phosphorus content;TO:0000249 - leaf senescence;TO:0000175 - bacterial blight disease resistance;TO:0000615 - abscisic acid sensitivity;TO:0000303 - cold tolerance;TO:0000259 - heat tolerance;TO:0000511 - phosphorus uptake;TO:0006001 - salt tolerance;TO:0000102 - phosphorus sensitivity;TO:0000276 - drought tolerance	Os01g0186000	WRKY10, OsWRKY10	RAP-DB JSON	RAP-DB_curated_genes	Os01g0186000	known_trait_gene	high_confidence	Oryza sativa	1	4572446	4573421	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000134	TO:0000919 - grain weight;TO:0000397 - grain size	Os01g0186700	STK38, OsSTK38, TINY1, OsTINY1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0186700	known_trait_gene	high_confidence	Oryza sativa	1	4621925	4631262	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000135	unspecified_trait	Os01g0187200	OsmiR156b, OsmiR156c	RAP-DB JSON	RAP-DB_curated_genes	Os01g0187200	known_trait_gene	high_confidence	Oryza sativa	1	4665786	4667062	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000136	TO:0000620 - embryo development trait;TO:0000266 - chalky endosperm;TO:0002660 - cytokinin content;TO:0000011 - nitrogen sensitivity;TO:0000167 - cytokinin sensitivity;TO:0000163 - auxin sensitivity;TO:0000401 - plant growth hormone sensitivity	Os01g0187600	CKX1, OsCKX1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0187600	known_trait_gene	high_confidence	Oryza sativa	1	4696963	4700004	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000137	unspecified_trait	Os01g0188400	NADP-ME, NADP-ME1, OschlME, chlME, ME6, XcrMal1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0188400	known_trait_gene	high_confidence	Oryza sativa	1	4739271	4744472	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000138	unspecified_trait	Os01g0190400	HXK8, OsHXK8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0190400	known_trait_gene	high_confidence	Oryza sativa	1	4820155	4823129	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000139	TO:0000734 - grain length;TO:0002677 - brassinosteroid sensitivity;TO:0000590 - grain weight;TO:0006001 - salt tolerance	Os01g0190500	GW5L, OsGW5L	RAP-DB JSON	RAP-DB_curated_genes	Os01g0190500	known_trait_gene	high_confidence	Oryza sativa	1	4826590	4828733	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000140	TO:0000340 - total soluble sugar content;TO:0001016 - relative chlorophyll content;TO:0000598 - protein content;TO:0006002 - proline content;TO:0000290 - flavonoid content;TO:0000136 - relative water content;TO:0001034 - relative plant height;TO:0000644 - relative root dry weight;TO:0000636 - relative shoot dry weight;TO:0000325 - soluble protein content;TO:0000153 - relative yield;TO:0000605 - hydrogen peroxide content;TO:0002657 - oxidative stress;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000276 - drought tolerance;TO:0002667 - abscisic acid content;TO:0000175 - bacterial blight disease resistance;TO:0000166 - gibberellic acid sensitivity;TO:0000163 - auxin sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	RAP-DB JSON	RAP-DB_curated_genes	Os01g0191300	known_trait_gene	high_confidence	Oryza sativa	1	4879909	4885840	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=0; external knowledge is not a training label
KGE_00000141	TO:0000340 - total soluble sugar content;TO:0001016 - relative chlorophyll content;TO:0000598 - protein content;TO:0006002 - proline content;TO:0000290 - flavonoid content;TO:0000136 - relative water content;TO:0001034 - relative plant height;TO:0000644 - relative root dry weight;TO:0000636 - relative shoot dry weight;TO:0000325 - soluble protein content;TO:0000153 - relative yield;TO:0000605 - hydrogen peroxide content;TO:0002657 - oxidative stress;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000276 - drought tolerance;TO:0002667 - abscisic acid content;TO:0000175 - bacterial blight disease resistance;TO:0000166 - gibberellic acid sensitivity;TO:0000163 - auxin sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	RAP-DB JSON	RAP-DB_curated_genes	Os01g0191300	known_trait_gene	high_confidence	Oryza sativa	1	4879873	4885840	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=0; external knowledge is not a training label
KGE_00000142	TO:0000340 - total soluble sugar content;TO:0001016 - relative chlorophyll content;TO:0000598 - protein content;TO:0006002 - proline content;TO:0000290 - flavonoid content;TO:0000136 - relative water content;TO:0001034 - relative plant height;TO:0000644 - relative root dry weight;TO:0000636 - relative shoot dry weight;TO:0000325 - soluble protein content;TO:0000153 - relative yield;TO:0000605 - hydrogen peroxide content;TO:0002657 - oxidative stress;TO:0000615 - abscisic acid sensitivity;TO:0006001 - salt tolerance;TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0000276 - drought tolerance;TO:0002667 - abscisic acid content;TO:0000175 - bacterial blight disease resistance;TO:0000166 - gibberellic acid sensitivity;TO:0000163 - auxin sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance	Os01g0191300	OsNAC006, NAC006, ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, ONAC066	RAP-DB JSON	RAP-DB_curated_genes	Os01g0191300	known_trait_gene	high_confidence	Oryza sativa	1	4879215	4885839	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000143	unspecified_trait	Os01g0191900	2R_MYB4, Os2R_MYB4, R2R3-MYB, MYB2-4, OsMYB2-4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0191900	known_trait_gene	high_confidence	Oryza sativa	1	4917960	4919224	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000144	TO:0000455 - seed set percent;TO:0002616 - flowering time;TO:0000299 - leaf lamina color;TO:0000495 - chlorophyll content;TO:0000249 - leaf senescence;TO:0000207 - plant height;TO:0000040 - panicle length;TO:0000447 - filled grain number;TO:0000227 - root length;TO:0000615 - abscisic acid sensitivity	Os01g0192000	DOS, OsDOS, OsC3H2, C3H2, OsTZF2, OsCCCH-Zn-4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0192000	known_trait_gene	high_confidence	Oryza sativa	1	4949133	4951123	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000145	TO:0000481 - alkali sensitivity	Os01g0192900	ACS5, OS-ACS5, OsACS5, OsBphi008a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0192900	known_trait_gene	high_confidence	Oryza sativa	1	5002454	5004321	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000146	unspecified_trait	Os01g0193900	ALYL1, OsALYL1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0193900	known_trait_gene	high_confidence	Oryza sativa	1	5030157	5037142	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000147	unspecified_trait	Os01g0193900	ALYL1, OsALYL1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0193900	known_trait_gene	high_confidence	Oryza sativa	1	5028275	5037189	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000148	TO:0000424 - brown planthopper resistance;TO:0000207 - plant height;TO:0000384 - nematode damage resistance;TO:0000255 - sheath blight disease resistance;TO:0000063 - mimic response;TO:0000112 - disease resistance;TO:0000346 - tiller number;TO:0000148 - viral disease resistance;TO:0000181 - seed weight;TO:0000163 - auxin sensitivity;TO:0000615 - abscisic acid sensitivity;TO:0000074 - blast disease;TO:0000445 - seed number;TO:0000175 - bacterial blight disease resistance;TO:0000172 - jasmonic acid sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000656 - root development trait	Os01g0194300	NH1, OsNH1, OsNPR1, NPR1, OsNPR1/NH1, OsPR2, PR2, DLN5, OsDLN5, OsBTBA1, BTBA1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0194300	known_trait_gene	high_confidence	Oryza sativa	1	5060605	5065209	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=3; external knowledge is not a training label
KGE_00000149	TO:0006036 - stem elongation;TO:0000731 - lignin content;TO:0000207 - plant height	Os01g0195000	IDD2, OsIDD2, ZOS1-04, OsZOS1-04	RAP-DB JSON	RAP-DB_curated_genes	Os01g0195000	known_trait_gene	high_confidence	Oryza sativa	1	5099555	5102080	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000150	TO:0000326 - leaf color;TO:0000074 - blast disease	Os01g0196300	DPF, OsbHLH025, bHLH025, bHLH25	RAP-DB JSON	RAP-DB_curated_genes	Os01g0196300	known_trait_gene	high_confidence	Oryza sativa	1	5201862	5203996	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000151	TO:0000391 - seed size;TO:0000255 - sheath blight disease resistance;TO:0002677 - brassinosteroid sensitivity;TO:0000207 - plant height;TO:0000430 - germination rate;TO:0006001 - salt tolerance;TO:0000346 - tiller number;TO:0000095 - osmotic response sensitivity;TO:0000206 - leaf angle;TO:0000303 - cold tolerance;TO:0000329 - tillering ability;TO:0000132 - basal internode diameter;TO:0000020 - black streak dwarf virus resistance;TO:0000601 - UV-B light sensitivity;TO:0000382 - 1000-seed weight;TO:0000396 - grain yield;TO:0002759 - grain number;TO:0000397 - grain size;TO:0000567 - tiller angle;TO:0006032 - panicle size;TO:0000262 - panicle shape;TO:0000172 - jasmonic acid sensitivity;TO:0000135 - leaf length;TO:0000299 - leaf lamina color;TO:0000040 - panicle length	Os01g0197100	D2, D2a, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0197100	known_trait_gene	high_confidence	Oryza sativa	1	5236623	5244023	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000152	TO:0000391 - seed size;TO:0000255 - sheath blight disease resistance;TO:0002677 - brassinosteroid sensitivity;TO:0000207 - plant height;TO:0000430 - germination rate;TO:0006001 - salt tolerance;TO:0000346 - tiller number;TO:0000095 - osmotic response sensitivity;TO:0000206 - leaf angle;TO:0000303 - cold tolerance;TO:0000329 - tillering ability;TO:0000132 - basal internode diameter;TO:0000020 - black streak dwarf virus resistance;TO:0000601 - UV-B light sensitivity;TO:0000382 - 1000-seed weight;TO:0000396 - grain yield;TO:0002759 - grain number;TO:0000397 - grain size;TO:0000567 - tiller angle;TO:0006032 - panicle size;TO:0000262 - panicle shape;TO:0000172 - jasmonic acid sensitivity;TO:0000135 - leaf length;TO:0000299 - leaf lamina color;TO:0000040 - panicle length	Os01g0197100	D2, D2b, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0197100	known_trait_gene	high_confidence	Oryza sativa	1	5238162	5244520	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000153	TO:0002660 - cytokinin content;TO:0000040 - panicle length;TO:0000396 - grain yield;TO:0000495 - chlorophyll content;TO:0000382 - 1000-seed weight;TO:0000547 - primary branch number;TO:0000316 - photosynthetic ability;TO:0000557 - secondary branch number;TO:0000296 - vegetative vigor;TO:0000136 - relative water content;TO:0000128 - harvest index;TO:0000346 - tiller number;TO:0000167 - cytokinin sensitivity;TO:0000401 - plant growth hormone sensitivity;TO:0000621 - inflorescence development trait;TO:0000152 - panicle number;TO:0000496 - carotenoid content;TO:0000440 - grain number per plant;TO:0002759 - grain number;TO:0000052 - primary branching of inflorescence;TO:0000142 - secondary branching of inflorescence;TO:0000590 - grain weight;TO:0006001 - salt tolerance;TO:0000456 - spikelet number;TO:0000467 - cell membrane stability;TO:0000050 - inflorescence branching;TO:0000207 - plant height	Os01g0197700	GN1A, Gn1a, OsCKX2, CKX2, ckx2, Gn1a/OsCKX2, Os CKX2, CKX2/Gn1a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0197700	known_trait_gene	high_confidence	Oryza sativa	1	5270449	5275585	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000154	TO:0000615 - abscisic acid sensitivity	Os01g0197900	RDR3, OsRDR3, OsRDR3a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0197900	known_trait_gene	high_confidence	Oryza sativa	1	5288136	5302247	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000155	unspecified_trait	Os01g0198000	RDR4, OsRDR4, OsRDR3b	RAP-DB JSON	RAP-DB_curated_genes	Os01g0198000	known_trait_gene	high_confidence	Oryza sativa	1	5307415	5324478	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000156	TO:0000397 - grain size	Os01g0200300	HOX29, OsHB5, HB5, Oshox29, OsHox29, OSHB5	RAP-DB JSON	RAP-DB_curated_genes	Os01g0200300	known_trait_gene	high_confidence	Oryza sativa	1	5426518	5431635	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000157	TO:0000432 - temperature response trait;TO:0000238 - growth media composition sensitivity	Os01g0200700	MTI3A, OsMT-3a, OsMT3, OsMT3a, MT3a, MT3, OsMT-I-3a, MT-I-3a, MTe, met2, OsMTI-3a, MTI-3a	RAP-DB JSON	RAP-DB_curated_genes	Os01g0200700	known_trait_gene	high_confidence	Oryza sativa	1	5478545	5479749	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000158	TO:0000437 - male sterility;TO:0000605 - hydrogen peroxide content;TO:0000455 - seed set percent;TO:0000639 - seed fertility	Os01g0201400	RALF3, OsRALF17, RALF17, OsRALF-3, RALF-3, OsRALF3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0201400	known_trait_gene	high_confidence	Oryza sativa	1	5540631	5541520	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000159	TO:0000166 - gibberellic acid sensitivity;TO:0000357 - growth and development trait;TO:0000207 - plant height	Os01g0201600	GAE1, OsGAE1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0201600	known_trait_gene	high_confidence	Oryza sativa	1	5549651	5551003	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000160	TO:0006009 - lodicule anatomy and morphology trait;TO:0000215 - stamen anatomy and morphology trait;TO:0000621 - inflorescence development trait;TO:0006023 - lodicule development trait;TO:0000622 - flower development trait	Os01g0201700	RAG, MADS3, OsMADS3, OsMADS3(t), RMADS222, RAG1, rf3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0201700	known_trait_gene	high_confidence	Oryza sativa	1	5560202	5568844	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=4; external knowledge is not a training label
KGE_00000161	TO:0000465 - mineral and ion content related trait;TO:0000354 - aluminum sensitivity	Os01g0202800	NIP1;2, OsNIP1;2, NIP1-2, OsNIP1.2, NIP1.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0202800	known_trait_gene	high_confidence	Oryza sativa	1	5663323	5668903	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000162	TO:0000259 - heat tolerance;TO:0000303 - cold tolerance;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000276 - drought tolerance	Os01g0203000	BZR2, OsBZR2, OsBES1-2, BES1-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0203000	known_trait_gene	high_confidence	Oryza sativa	1	5668988	5671470	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000163	TO:0000145 - internode length;TO:0000207 - plant height	Os01g0204300	SRK1, OsSRK1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0204300	known_trait_gene	high_confidence	Oryza sativa	1	5731513	5734532	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000164	TO:0002715 - chloroplast development trait	Os01g0205200	ASL, OsASL	RAP-DB JSON	RAP-DB_curated_genes	Os01g0205200	known_trait_gene	high_confidence	Oryza sativa	1	5764511	5768024	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
