review_id	issue_type	genotype_sample_id	phenotype_sheet	phenotype_row_id	candidate_values	reason	recommended_action	notes
REVIEW_00113	name_match_only	IRIS_313-9424	Data < 2007	101	ARC 5840::IRGC 12144-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00114	same_irgc_different_name	IRIS_313-9708	Data < 2007	101	phenotype_name=ARC 5840::IRGC 12144-1; genotype_name=TSAI_YUAN_CHON::IRGC_126-1	IRGC 一致但名称不一致。	优先保留 IRGC match，但人工检查同义名和来源。	manual_review_required
REVIEW_00115	name_match_only	IRIS_313-9492	Data < 2007	102	NCS 237::IRGC 62202-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00116	name_match_only	IRIS_313-9696	Data < 2007	103	NAZIRA SAIL::IRGC 77284-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00117	name_match_only	IRIS_313-10002	Data < 2007	104	BW 295-5::IRGC 63098-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00118	name_match_only	IRIS_313-10224	Data < 2007	105	HUA LI ZAO::IRGC 80950-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00119	name_match_only	IRIS_313-8622	Data < 2007	106	XITTO::IRGC 6671-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00120	name_match_only	IRIS_313-9575	Data < 2007	107	MAE YEU::IRGC 64509-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00121	name_match_only	IRIS_313-9703	Data < 2007	108	CHIANAN 8::IRGC 90-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00122	name_match_only	IRIS_313-9770	Data < 2007	109	RAZZA 77::IRGC 3130-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00123	name_match_only	IRIS_313-9811	Data < 2007	110	KOPANCSI KEREK::IRGC 9305-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00124	name_match_only	IRIS_313-8523	Data < 2007	111	OS 4	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00125	name_match_only	IRIS_313-9301	Data < 2007	112	KETAN DONGGO::IRGC 54201-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00126	name_match_only	IRIS_313-9616	Data < 2007	113	INITLOG DALAG::IRGC 67436-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00127	name_match_only	IRIS_313-8256	Data < 2007	114	GERDEH	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00128	name_match_only	IRIS_313-8356	Data < 2007	115	BLICCA::IRGC 47151-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00129	name_match_only	IRIS_313-8735	Data < 2007	116	NEP NGAU::IRGC 78369-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00130	name_match_only	IRIS_313-8872	Data < 2007	117	571::IRGC 48493-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00131	name_match_only	IRIS_313-9048	Data < 2007	118	TSCHINANANGKA::IRGC 64935-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00132	name_match_only	IRIS_313-9081	Data < 2007	119	TAKAO MOCHI::IRGC 2564-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00133	name_match_only	IRIS_313-9239	Data < 2007	120	RIMBUN::IRGC 43741-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00134	name_match_only	IRIS_313-8385	Data < 2007	121	JC 149	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00135	name_match_only	IRIS_313-9053	Data < 2007	122	ARC 12536::IRGC 41068-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00136	name_match_only	IRIS_313-9445	Data < 2007	123	KOIYA DIGHA::IRGC 63517-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00137	name_match_only	IRIS_313-9464	Data < 2007	124	SML ACORNI::IRGC 13389-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00138	name_match_only	IRIS_313-10051	Data < 2007	125	TSIVIMBININA::IRGC 69890-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00139	name_match_only	IRIS_313-8765	Data < 2007	126	TIMMURAY::IRGC 67857-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00140	name_match_only	IRIS_313-9170	Data < 2007	127	TK DEEP STRAW 34-786::IRGC 38522-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00141	name_match_only	IRIS_313-9682	Data < 2007	128	TK RED 35-799::IRGC 38535-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00142	name_match_only	IRIS_313-8656	Data < 2007	129	BASMATI 1::IRGC 27798-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00143	same_irgc_different_name	IRIS_313-9472	Data < 2007	129	phenotype_name=BASMATI 1::IRGC 27798-1; genotype_name=H_6::IRGC_157-1	IRGC 一致但名称不一致。	优先保留 IRGC match，但人工检查同义名和来源。	manual_review_required
REVIEW_00144	name_match_only	IRIS_313-9172	Data < 2007	130	ARC 7229::IRGC 12331-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00145	name_match_only	IRIS_313-8316	Data < 2007	131	RADIN PAHANG::IRGC 14487-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00146	name_match_only	IRIS_313-9516	Data < 2007	132	NCS 840::IRGC 62530-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00147	name_match_only	IRIS_313-9861	Data < 2007	133	KURKARUPPAN::IRGC 15449-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00148	name_match_only	IRIS_313-8341	Data < 2007	134	BAT DO::IRGC 7014-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00149	name_match_only	IRIS_313-8303	Data < 2007	135	SURMATIYA::IRGC 74779-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00150	name_match_only	IRIS_313-8314	Data < 2007	136	BEUREUM MEULIT::IRGC 35563-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00151	name_match_only	IRIS_313-8349	Data < 2007	137	LATA MONA::IRGC 49333-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00152	name_match_only	IRIS_313-8368	Data < 2007	138	MENTIK TJERE BELUT::IRGC 18254-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00153	name_match_only	IRIS_313-8380	Data < 2007	139	SAN CHIAO TSWEN::IRGC 1565-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00154	name_match_only	IRIS_313-8382	Data < 2007	140	ARC 13252::IRGC 22604-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00155	name_match_only	IRIS_313-8392	Data < 2007	141	IR 2003-P7-7-4-2::IRGC 32671-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00156	name_match_only	IRIS_313-8412	Data < 2007	142	FEI GAI 122::IRGC 63599-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00157	name_match_only	IRIS_313-8433	Data < 2007	143	CHANG LE SAN SHU ZAO::IRGC 63561-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00158	name_match_only	IRIS_313-8435	Data < 2007	144	UPRH 233::IRGC 61667-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00159	name_match_only	IRIS_313-8437	Data < 2007	145	IRRIBINI::IRGC 49094-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00160	name_match_only	IRIS_313-8450	Data < 2007	146	498-2A BR 8::IRGC 5891-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00161	name_match_only	IRIS_313-8453	Data < 2007	147	ARC 18597::IRGC 43299-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00162	name_match_only	IRIS_313-8454	Data < 2007	148	LAI YIP ZIM::IRGC 4955-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00163	name_match_only	IRIS_313-8458	Data < 2007	149	ARC 18175::IRGC 42316-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00164	name_match_only	IRIS_313-8474	Data < 2007	150	PAH WEAN::IRGC 78276-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00165	name_match_only	IRIS_313-8485	Data < 2007	151	NAM SA GUI 19	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00166	name_match_only	IRIS_313-8509	Data < 2007	152	PUILLIPINA KATARI::IRGC 77293-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00167	name_match_only	IRIS_313-8514	Data < 2007	153	DAA MANSA::IRGC 67559-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00168	name_match_only	IRIS_313-8536	Data < 2007	154	NG KARAN DE::IRGC 43489-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00169	name_match_only	IRIS_313-8559	Data < 2007	155	KEERIPALA CHILL PADDY::IRGC 49790-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00170	name_match_only	IRIS_313-8585	Data < 2007	156	ARC 11901::IRGC 21727-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00171	name_match_only	IRIS_313-8603	Data < 2007	157	ARC 12884::IRGC 22417-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00172	name_match_only	IRIS_313-8614	Data < 2007	158	RAJHUSAI (ACR 12)::IRGC 53630-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00173	name_match_only	IRIS_313-8616	Data < 2007	159	IR 5494 (BPH 1)::IRGC 24484-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00174	name_match_only	IRIS_313-8621	Data < 2007	160	ARC 11663::IRGC 42695-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00175	name_match_only	IRIS_313-8631	Data < 2007	161	DUDRE::IRGC 52523-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00176	name_match_only	IRIS_313-8632	Data < 2007	162	PATMADHAI 1::IRGC 77292-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00177	name_match_only	IRIS_313-8645	Data < 2007	163	PAI YI PING::IRGC 1368-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00178	name_match_only	IRIS_313-8647	Data < 2007	164	PERUNEL::IRGC 63113-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00179	name_match_only	IRIS_313-8659	Data < 2007	165	YA THAY SAN::IRGC 58245-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00180	name_match_only	IRIS_313-8674	Data < 2007	166	HAWM KRUA::IRGC 64333-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00181	name_match_only	IRIS_313-8679	Data < 2007	167	JAO LEUANG::IRGC 65866-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00182	name_match_only	IRIS_313-8697	Data < 2007	168	YEBAWYIN::IRGC 33885-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00183	name_match_only	IRIS_313-8704	Data < 2007	169	ROPA::IRGC 74774-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00184	name_match_only	IRIS_313-8717	Data < 2007	170	BAZAIL::IRGC 27526-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00185	name_match_only	IRIS_313-8731	Data < 2007	171	NIBARI::IRGC 67742-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00186	name_match_only	IRIS_313-8732	Data < 2007	172	WP 36::IRGC 55278-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00187	name_match_only	IRIS_313-8737	Data < 2007	173	SADAJIRA 19-287::IRGC 38320-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00188	name_match_only	IRIS_313-8744	Data < 2007	174	REMOL::IRGC 18624-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00189	name_match_only	IRIS_313-8754	Data < 2007	175	TYPE 50::IRGC 74782-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00190	name_match_only	IRIS_313-8757	Data < 2007	176	NIRGUNI::IRGC 61127-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00191	name_match_only	IRIS_313-8783	Data < 2007	177	105::IRGC 40896-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00192	name_match_only	IRIS_313-8796	Data < 2007	178	DUDH KADAR::IRGC 67707-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00193	name_match_only	IRIS_313-8812	Data < 2007	179	RELLY::IRGC 14623-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00194	name_match_only	IRIS_313-8822	Data < 2007	180	STRAW 23-400::IRGC 38390-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00195	name_match_only	IRIS_313-8844	Data < 2007	181	ARC 14060::IRGC 41374-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00196	name_match_only	IRIS_313-8846	Data < 2007	182	BAIANG 6::IRGC 6129-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00197	name_match_only	IRIS_313-8850	Data < 2007	183	ASHMBER::IRGC 27522-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00198	name_match_only	IRIS_313-8854	Data < 2007	184	CHAKOL::IRGC 77226-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00199	name_match_only	IRIS_313-8859	Data < 2007	185	E ZI 96::IRGC 70188-1	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
REVIEW_00200	name_match_only	IRIS_313-8880	Data < 2007	186	PAGAIYAHAN	只有 normalized stock name / before-colon name 匹配，缺少 ID 级证据。	人工核对名称、IRGC、country 和 source accession；通过前不得进入 trait_value_table。	C confidence
